p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000488742052142	0.00293245231285	GO:0008219	b	2	cell death	87; 291; 333; 638; 665; 811; 1072; 1113; 1522; 1655; 1984; 2023; 2274; 429; 2771; 468; 3001; 3190; 3301; 3309; 3326; 3855; 3856; 3875; 4043; 4072; 4504; 4803; 4830; 5300; 5436; 5499; 5621; 5660; 5876; 6622; 6659; 7001; 7314; 7316; 7320; 7323; 7416; 7494; 7857; 51124; 10049; 10912; 10971; 11337; 51079; 55081; 84299; 51330; 84681; 84707; 415116; 23787; 25824; 25994; 26135	NGF; YWHAQ; HSPA5; LRPAP1; CHGA; PRDX5; SCG2; PRDX2; UBE2D3; KRT7; MIEN1; APLP1; PIN1; KRT8; GNAI2; VDAC1; SOX4; EIF5A; FHL2; HIGD1A; BIK; MT3; UBC; PRNP; DNAJB6; IER3IP1; GADD45G; HSP90AB1; HNRNPK; HINT2; NDUFA13; XBP1; BNIP3L; BEX2; IFT57; GABARAP; ASCL1; SLC25A4; ENO1; CTSZ; CFL1; EPCAM; PIM3; NME1; ACTN1; DNAJA1; GZMA; MTCH1; PPP1CA; SERBP1; CALR; UBE2B; PSAP; POLR2G; RABGGTB; DDX5; TNFRSF12A; UBB; SNCA; ATF4; KRT18	2202	2191
0.000508037819364	0.00559857676939	GO:0042423	b	5	catecholamine biosynthetic process	1644; 2643; 3642; 6622	DDC; GCH1; SNCA; INSM1	21	21
0.000510482506655	0.00416013904849	GO:0061025	b	4	membrane fusion	811; 928; 3799; 5864; 6616; 6844; 8417; 8775; 9066; 10814	SNAP25; VAMP2; NAPA; CALR; STX7; CD9; CPLX2; RAB3A; SYT7; KIF5B	153	153
0.000520242855251	0.0036898706215	GO:0012501	b	3	programmed cell death	87; 291; 333; 638; 665; 811; 1072; 1522; 1655; 1984; 2023; 2274; 429; 2771; 468; 3001; 3190; 3301; 3309; 3326; 3855; 3856; 3875; 4072; 4504; 4803; 4830; 5300; 5436; 5499; 5621; 5876; 6622; 6659; 7001; 7314; 7316; 7320; 7323; 7416; 7494; 7857; 51124; 10049; 10912; 10971; 11337; 51079; 55081; 84299; 51330; 84681; 84707; 415116; 23787; 25824; 25994; 26135	NGF; YWHAQ; HSPA5; HIGD1A; PRDX5; SCG2; PRDX2; UBE2D3; KRT7; MIEN1; APLP1; PIN1; KRT8; GNAI2; VDAC1; SOX4; EIF5A; FHL2; BIK; MT3; UBC; PRNP; DNAJB6; IER3IP1; GADD45G; HSP90AB1; HNRNPK; HINT2; NDUFA13; XBP1; BNIP3L; BEX2; IFT57; GABARAP; ASCL1; SLC25A4; ENO1; CTSZ; CFL1; EPCAM; PIM3; NME1; ACTN1; DNAJA1; GZMA; MTCH1; PPP1CA; CALR; UBE2B; SERBP1; POLR2G; RABGGTB; DDX5; TNFRSF12A; UBB; SNCA; ATF4; KRT18	2070	2060
0.00052178192941	0.00420390213582	GO:0051336	b	4	regulation of hydrolase activity	801; 805; 1266; 1471; 2280; 2664; 2771; 3001; 3268; 3301; 3326; 4504; 4803; 5037; 5270; 5300; 5660; 5864; 5909; 6622; 6692; 6992; 7077; 7341; 8775; 9049; 10049; 10563; 10598; 10959; 11345; 51079; 55081; 89777; 122553; 50859; 50861; 23787; 140735; 25824	NGF; TIMP2; STMN3; DYNLL2; SUMO1; PRDX5; AIP; PIN1; GNAI2; SERPINE2; PEBP1; SPINT1; CALM2; RAP1GAP; CALM1; MT3; DNAJB6; SPOCK3; HSP90AB1; AHSA1; NAPA; NDUFA13; CST3; SERPINB12; IFT57; FKBP1A; MTCH1; PPP1R11; RAB3A; CXCL13; GDI1; TMED2; DNAJA1; GZMA; CNN3; GABARAPL2; PSAP; TRAPPC6B; SNCA; AGFG2	1273	1270
0.000537286424592	0.0042438825885	GO:0046165	b	4	alcohol biosynthetic process	1727; 2222; 2224; 2643; 5860; 5901; 6307; 6622; 7555; 10654	MSMO1; FDPS; CYB5R3; RAN; QDPR; GCH1; PMVK; CNBP; SNCA; FDFT1	154	154
0.000538715702348	0.0042438825885	GO:0051101	b	4	regulation of DNA binding	801; 805; 3001; 3400; 4803; 4830; 7341; 8721; 375704	EDF1; NGF; CALM2; NME1; CALM1; SUMO1; ID4; ENHO; GZMA	127	127
0.000579558469108	0.00617445980818	GO:0051346	b	5	negative regulation of hydrolase activity	1266; 1471; 2280; 2771; 3001; 4504; 4803; 5037; 5270; 6622; 6692; 6992; 7077; 9049; 10049; 10959; 89777; 50859; 25824	PEBP1; NGF; SPINT1; GZMA; CNN3; MT3; PRDX5; SNCA; AIP; DNAJB6; PPP1R11; SERPINB12; TMED2; FKBP1A; SPOCK3; CST3; GNAI2; SERPINE2; TIMP2	448	446
0.000582707640699	0.00617445980818	GO:0051353	b	5	positive regulation of oxidoreductase activity	801; 805; 2643; 2771; 6622; 375704	CALM2; CALM1; ENHO; GCH1; SNCA; GNAI2	57	57
0.000635524750003	0.00654651180063	GO:0019935	b	5	cyclic-nucleotide-mediated signaling	333; 796; 801; 805; 1113; 2771; 2778; 5037; 5573; 7320; 10900; 27445	PEBP1; UBE2B; CALM2; CALM1; CHGA; GNAS; RUNDC3A; PCLO; PRKAR1A; CALCA; APLP1; GNAI2	216	216
0.000641581918755	0.00654651180063	GO:0034220	b	5	ion transmembrane transport	526; 529; 533; 537; 781; 801; 805; 1327; 1329; 1337; 1345; 1347; 1351; 2280; 3746; 3775; 3799; 5621; 6335; 6616; 6622; 6844; 7341; 7416; 7991; 9114; 9296; 9550; 10971; 81615; 51382; 54997; 155066; 25874; 27075; 92745	ATP6V1D; ATP6V1F; MPC2; KCNC1; COX5B; TUSC3; SUMO1; PRNP; TSPAN13; SCN9A; VDAC1; CALM2; CALM1; YWHAQ; ATP6AP1; KCNK1; COX8A; ATP6V1B2; COX6C; ATP6V0B; SLC38A5; FKBP1A; COX4I1; COX7A2; CACNA2D1; COX6A1; ATP6V0D1; SNAP25; VAMP2; KIF5B; ATP6V1E1; TMEM163; TESC; ATP6V1G1; SNCA; ATP6V0E2	1115	1115
0.000653150535559	0.00444720101224	GO:0051186	b	3	cofactor metabolic process	226; 230; 669; 805; 1727; 2023; 2643; 2949; 3029; 4190; 4191; 4504; 801; 5860; 6622; 7001; 10654; 10797; 11332; 9524; 25824; 25874	CYB5R3; BPGM; PRDX5; PRDX2; MDH2; MDH1; MPC2; CALM2; CALM1; HAGH; MT3; TECR; QDPR; ENO1; ALDOA; ACOT7; ALDOC; MTHFD2; GCH1; PMVK; GSTM5; SNCA	562	560
0.000653276307263	0.00444720101224	GO:1901135	b	3	carbohydrate derivative metabolic process	226; 230; 526; 669; 1327; 1329; 1337; 1347; 1471; 2023; 2762; 2987; 3312; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4830; 5660; 5901; 6048; 6185; 6622; 6820; 7378; 7991; 9528; 10654; 11332; 84275; 50859; 9524; 25874; 29906	NDUFB9; RPN2; MPC2; COX5B; NDUFB8; NDUFB7; PMVK; NDUFB4; SLC25A33; ALDOC; NDUFV3; BPGM; RAN; MT3; TUSC3; TECR; GMDS; TMEM59; CST3; ATP6V1B2; NDUFA6; NDUFA7; HSPA8; SPOCK3; ENO1; COX4I1; GUK1; ALDOA; ACOT7; COX7A2; COX6A1; UPP1; NME1; ST8SIA5; PSAP; SULT2B1; SNCA; RNF5	1204	1200
0.000654561915086	0.00376373101174	GO:0071704	b	2	organic substance metabolic process	87; 226; 230; 383; 526; 537; 665; 669; 796; 805; 811; 862; 928; 975; 1036; 1072; 1114; 1152; 1153; 1312; 1327; 1329; 1337; 1347; 1363; 1452; 1471; 1522; 1644; 1655; 1727; 1915; 1938; 1974; 1977; 1984; 1996; 2023; 2222; 2224; 2274; 2280; 2286; 2288; 429; 2643; 2762; 2771; 2778; 468; 2949; 2987; 3001; 3029; 3190; 3215; 3281; 3301; 3309; 3312; 3326; 3400; 56853; 3488; 3642; 3727; 3921; 4043; 4072; 4189; 4190; 4191; 4212; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4738; 4803; 801; 4830; 4946; 5037; 5094; 5122; 5228; 5270; 5300; 5435; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5757; 5813; 5860; 5862; 5864; 5865; 5870; 5876; 5901; 5950; 6048; 6100; 6141; 6166; 6171; 6185; 6230; 6307; 55859; 6432; 6447; 6616; 6622; 6634; 6638; 6659; 6692; 6726; 6820; 6992; 7001; 7077; 7267; 7276; 7307; 7314; 7316; 7320; 7323; 7341; 7345; 7378; 7416; 7450; 7494; 7555; 7857; 8395; 8721; 8766; 9045; 9049; 9324; 9528; 9789; 22980; 10049; 10140; 10209; 10273; 10289; 10439; 10573; 10574; 10654; 10797; 10912; 10952; 10959; 10971; 10972; 11007; 11142; 11156; 11168; 11332; 11345; 57117; 51079; 51142; 51218; 89777; 55081; 51372; 78986; 79016; 51734; 84275; 29937; 55052; 7991; 375704; 50859; 8562; 56271; 51529; 84337; 84681; 85437; 51573; 415116; 54997; 55272; 55450; 55502; 23524; 23741; 23764; 23787; 56649; 84572; 56895; 9524; 57515; 123099; 90701; 25824; 25874; 25994; 27020; 92737; 27335; 100134934; 29106; 3170; 29906; 29978; 26135; 64207; 163732	RPN2; MPC2; TIMP2; HSPA5; CKB; NDUFB7; GLRX5; SCG5; HSPA8; SCG3; CDO1; SRP9; CCT7; FKBP4; FKBP2; DUSP26; TMED10; PEBP1; SPINT1; CALM2; NDUFB9; CALM1; RAN; RPL18; NDUFB8; ATP6AP1; PRNP; HSP90AB1; SUMO1; EID1; PTP4A3; TMEM59; IMP3; HMGN3; NDUFB4; IFT57; SNAP25; MSRB1; MTCH1; IRF2BPL; CPE; RPL14; CTSZ; GUK1; CCDC85B; ACOT7; NPTN; COX6A1; FDPS; DNAJA1; SNRPD3; NME1; PTMA; CNBP; PKIG; SERBP1; UPP1; PKIB; DDX5; FOXA2; UBB; FKBP1A; RNF5; ENHO; ELAVL4; NGF; CYB5R3; MRPL20; CELF4; SERINC1; RAB6A; SLC25A33; TEN1; SERPINE2; EIF5A; CHCHD2; SRSF7; U2AF1; TTR; MEIS2; RAB11A; GMDS; PCBP2; HINT2; MAFF; FDFT1; NDUFV3; SERPINB12; TTC3; UBC; HOXB5; PPP1R11; POLR2G; POLR2F; IGFBP5; DDC; COX7A2; TMED2; PSIP1; GZMA; GNAS; ARG1; ST8SIA5; GCH1; PSAP; INSM1; STUB1; SULT2B1; SNCA; VWF; DDA1; EIF4A2; MSMO1; RAB3A; LRPAP1; CIRBP; GDE1; SCG2; RBP4; EIF4E; OLFM1; RPL36AL; VDAC1; GADD45G; GNAI2; CD9; RPL41; NEDD8; INTS12; DNAJB9; BPGM; CD81; AGPAT4; DNAJB6; TECR; FHL2; MRPL28; HNRNPK; EIF1; CST3; DNER; PRDX5; CITED4; NDUFA6; NDUFA7; RPS25; BNIP3L; SPCS2; QDPR; ASCL1; COMT; PRDX2; ENO1; COX4I1; PRKAR1A; TCF25; UCHL1; CSNK1A1; DEGS2; ZCRB1; RPSA; TUSC3; PIP5K1B; ID4; GSTM5; MTHFD2; UBE2D3; PPIB; UBE2B; TMA7; COX5B; EEF1A1; CHGB; NENF; JUND; RAB2A; RUNX1T1; MDH2; MDH1; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; HAGH; MT3; YWHAQ; HIGD1A; ATP6V1B2; HSBP1; EDF1; EIF1B; BEX4; PIM3; BEX1; GNPTG; RP9; SPOCK3; TMPRSS4; PCSK1; SNRPN; RAB3B; CFL1; CALCA; ALDOA; EPCAM; ALDOC; SEC61B; ANAPC11; NDUFA13; SEC11C; ACTN1; PPP1CA; EIF3K; CALR; SRRM2; PMVK; OAZ1; RABGGTB; UBQLN2; PURA; HES6; DENR; AIP; ATF4; CAMK2N1; EEF2; ELOF1	11025	10986
0.000655091641231	0.00510395575421	GO:0036500	b	4	ATF6-mediated unfolded protein response	811; 3309; 7494	CALR; HSPA5; XBP1	10	10
0.000661854980934	0.00444720101224	GO:0042594	b	3	response to starvation	1312; 468; 3309; 3312; 7378; 7494; 11337; 11345; 84918; 84557; 25994	LRP11; UPP1; HSPA5; GABARAPL2; HSPA8; HIGD1A; COMT; GABARAP; MAP1LC3A; ATF4; XBP1	187	187
0.000675699738039	0.00676928283017	GO:0010648	b	5	negative regulation of cell communication	333; 383; 801; 805; 811; 1113; 1452; 2023; 2274; 2280; 2771; 3301; 3309; 56853; 3488; 4043; 4189; 5037; 5270; 5300; 5621; 6622; 7001; 7077; 7314; 7316; 7320; 7345; 7494; 7857; 9455; 10140; 10273; 51079; 78986; 50861; 415116; 55450; 25994; 29978	TIMP2; HSPA5; LRPAP1; CHGA; CELF4; PRDX2; APLP1; PIN1; GNAI2; SERPINE2; XBP1; PEBP1; DNAJB9; HIGD1A; CALM2; STMN3; CALM1; STUB1; UBC; PRNP; FHL2; DUSP26; NDUFA13; HOMER2; PIM3; SNCA; SCG2; ENO1; IGFBP5; TOB1; UCHL1; DNAJA1; CSNK1A1; ARG1; CALR; UBE2B; UBQLN2; UBB; FKBP1A; CAMK2N1	1289	1287
0.000675873290582	0.00520863220677	GO:0034605	b	4	cellular response to heat	2288; 3281; 3309; 3312; 3326; 7341; 10049; 10273	HSP90AB1; HSPA5; SUMO1; HSPA8; DNAJB6; FKBP4; STUB1; HSBP1	105	105
0.000676569358876	0.00446769076637	GO:0042769	b	3	DNA damage response, detection of DNA damage	3301; 6659; 7314; 7316; 7320	UBE2B; DNAJA1; UBB; SOX4; UBC	39	39
0.00068911497854	0.00678039916385	GO:2000300	b	5	regulation of synaptic vesicle exocytosis	801; 805; 5864; 6855; 8775; 9066; 10814	CALM2; RAB3A; CALM1; SYT7; CPLX2; SYP; NAPA	81	81
0.000717310708294	0.00542818195974	GO:0023057	b	4	negative regulation of signaling	333; 383; 801; 805; 811; 1113; 1452; 2023; 2274; 2280; 2771; 3301; 3309; 56853; 3488; 4043; 4189; 5037; 5270; 5300; 5621; 6622; 7001; 7077; 7314; 7316; 7320; 7345; 7494; 7857; 9455; 10140; 10273; 51079; 78986; 50861; 415116; 55450; 25994; 29978	TIMP2; HSPA5; LRPAP1; CHGA; CELF4; PRDX2; APLP1; PIN1; GNAI2; SERPINE2; XBP1; PEBP1; DNAJB9; HIGD1A; CALM2; STMN3; CALM1; STUB1; UBC; PRNP; FHL2; DUSP26; NDUFA13; HOMER2; PIM3; SNCA; SCG2; ENO1; IGFBP5; TOB1; UCHL1; DNAJA1; CSNK1A1; ARG1; CALR; UBE2B; UBQLN2; UBB; FKBP1A; CAMK2N1	1293	1291
0.000719674335988	0.00542818195974	GO:0046928	b	4	regulation of neurotransmitter secretion	801; 805; 5864; 6622; 6855; 8775; 9066; 10814	CALM2; RAB3A; CALM1; SYT7; CPLX2; SYP; NAPA; SNCA	106	106
0.000730357064447	0.0054507700915	GO:0031629	b	4	synaptic vesicle fusion to presynaptic active zone membrane	5864; 6616; 9066; 10814	CPLX2; SNAP25; RAB3A; SYT7	23	23
0.000780272661515	0.0057626387189	GO:0016032	b	4	viral process	291; 665; 975; 1072; 1655; 1974; 1977; 2224; 3190; 3312; 3326; 3831; 3855; 3856; 3875; 3921; 5094; 5479; 5870; 5901; 7314; 7316; 7341; 7416; 11168; 8562	SUMO1; HSPA8; RAB6A; KRT7; VDAC1; KRT8; DDX5; RAN; DENR; HSP90AB1; HNRNPK; PCBP2; BNIP3L; SLC25A4; CFL1; EIF4E; FDPS; PSIP1; RPSA; CD81; UBB; UBC; KLC1; EIF4A2; PPIB; KRT18	721	721
0.000796720553859	0.00582345229573	GO:0048522	b	4	positive regulation of cellular process	87; 383; 537; 638; 665; 796; 801; 805; 811; 975; 1072; 1113; 1153; 1312; 1452; 1522; 1655; 1938; 1977; 1984; 2023; 2274; 2280; 429; 2664; 2771; 2778; 468; 3001; 3190; 3215; 3301; 3309; 3326; 3400; 56853; 3488; 3642; 3727; 3746; 3799; 4072; 4131; 4212; 4504; 4803; 4830; 5037; 5228; 5270; 5300; 5436; 5499; 5570; 5573; 5621; 5660; 5813; 5864; 5865; 5901; 5950; 6009; 55859; 6616; 6622; 6659; 6692; 6820; 6844; 7001; 7077; 7314; 7316; 7320; 7323; 7341; 7494; 7555; 7857; 8721; 8766; 9049; 9066; 9324; 9378; 9528; 10092; 10103; 10140; 10273; 10439; 10563; 10574; 10900; 10912; 10971; 11156; 51079; 51142; 55081; 78986; 84275; 84299; 29937; 375704; 222068; 83715; 51330; 51529; 84337; 347733; 54997; 23764; 23787; 140823; 25874; 25994; 27020; 3170; 29978; 64207; 163732; 81873	MPC2; TIMP2; HSPA5; SUMO1; SCG2; CCT7; DUSP26; PEBP1; SPINT1; CALM2; ESPN; CALM1; RAN; ATP6AP1; GADD45G; HSP90AB1; ELOF1; PTP4A3; CIRBP; IFT57; IRF2BPL; CTSZ; TSPAN1; RBP4; CXCL13; NPTN; SNAP25; DNAJA1; NME1; MTCH1; KIF5B; NRXN1; SYT7; DDX5; FOXA2; UBB; UBC; ENHO; NGF; HMGN3; CELF4; UBE2D3; PKIB; SLC25A33; TNFRSF12A; SERPINE2; EIF5A; CHCHD2; MEIS2; RAB11A; MAFF; MAP1B; ROMO1; FKBP1A; ARPC5; HOXB5; POLR2G; IGFBP5; EIF4E; GDI1; TUBB2B; GZMA; GNAS; ARG1; UBE2B; PSAP; INSM1; STUB1; SULT2B1; SNCA; CFL1; PRNP; CNBP; OLFM1; GNAI2; TMED4; CD81; FHL2; HNRNPK; CITED4; BNIP3L; NDUFA13; ASCL1; COMT; JUND; ENO1; PRKAR1A; CSNK1A1; ID4; ARPC5L; TMEM59; RHEB; KCNC1; CHGA; NENF; PRDX2; RUNDC3A; PIN1; MIEN1; SOX4; XBP1; PGF; TOB1; BIK; UBQLN2; MT3; YWHAQ; HIGD1A; EDF1; BEX1; RAB3B; RAB3A; CALCA; EPCAM; ANAPC11; ACTN1; VAMP2; PPP1CA; CALR; TESC; PURA; AIP; ATF4; EEF2	5324	5307
0.000799878166915	0.00519242945641	GO:0019538	b	3	protein metabolic process	537; 665; 796; 805; 811; 975; 1072; 1114; 1153; 1363; 1452; 1471; 1522; 1915; 1938; 1974; 1977; 1984; 2023; 2280; 2286; 2288; 2771; 468; 3001; 3190; 3301; 3309; 3312; 3326; 56853; 3488; 3642; 3921; 4189; 4191; 4504; 4701; 4738; 4803; 801; 4946; 5037; 5094; 5122; 5228; 5270; 5300; 5436; 5479; 5499; 5570; 5573; 5621; 5660; 5813; 5862; 5864; 5865; 5870; 5876; 6048; 6141; 6166; 6171; 6185; 6230; 6447; 6622; 6634; 6659; 6692; 6726; 6992; 7001; 7077; 7267; 7276; 7314; 7316; 7320; 7323; 7341; 7345; 7450; 7494; 7857; 7991; 8766; 9045; 9049; 9528; 9789; 56271; 10049; 10140; 10209; 10273; 10289; 10573; 10912; 10952; 10972; 11142; 11156; 11345; 51079; 51218; 55081; 51372; 78986; 79016; 51734; 29937; 89777; 55052; 50859; 8562; 51529; 84681; 415116; 54997; 55450; 23741; 23787; 56649; 90701; 25824; 25994; 27020; 92737; 27335; 29106; 29906; 29978	RPN2; TIMP2; HSPA5; TUSC3; SUMO1; GLRX5; SCG5; HSPA8; SCG3; CPE; SRP9; FKBP4; FKBP2; DUSP26; TMED10; PEBP1; SPINT1; CALM2; CALM1; STUB1; ATP6AP1; PRNP; HSP90AB1; PTP4A3; TMEM59; PCSK1; IFT57; SCG2; RPL14; CTSZ; RPL18; DNAJA1; SNRPD3; MTCH1; PKIG; PKIB; UBB; UBC; RNF5; NGF; MRPL20; CELF4; RAB6A; SERPINE2; EIF5A; TTR; RAB11A; PCBP2; HINT2; SERPINB12; TTC3; FKBP1A; PPP1R11; POLR2G; EIF3K; IGFBP5; EIF4E; DNER; GZMA; ST8SIA5; UBE2B; PSAP; INSM1; SNCA; VWF; DDA1; EIF4A2; CFL1; CIRBP; MSRB1; RPL36AL; GADD45G; GNAI2; RPL41; NEDD8; DNAJB9; CD81; DNAJB6; MRPL28; HNRNPK; EIF1; CST3; PRDX5; NDUFA7; RPS25; BNIP3L; NDUFA13; UBE2D3; ENO1; PRKAR1A; UCHL1; CSNK1A1; RPSA; PPIB; TMA7; SPCS2; EEF1A1; CHGB; NENF; PRDX2; RAB2A; EID1; MDH2; PIN1; TESC; SOX4; XBP1; PGF; TOB1; GABARAPL2; UBQLN2; MT3; HIGD1A; EIF1B; BEX4; PIM3; SPOCK3; TMPRSS4; RAB3B; RAB3A; CALCA; NPTN; SEC61B; ANAPC11; SEC11C; PPP1CA; CALR; OAZ1; RABGGTB; PURA; DENR; AIP; ATF4; CAMK2N1; EEF2	5886	5872
0.000822899127082	0.00454240318149	GO:0007017	b	2	microtubule-based process	403; 2288; 3312; 3799; 3831; 4131; 5300; 5813; 5870; 5901; 6622; 7314; 7320; 7345; 7846; 8766; 10263; 10381; 253012; 11258; 11337; 55081; 146279; 50861; 83658; 347733; 140735	STMN3; DYNLL2; ARL3; HSPA8; RAB6A; FKBP4; HEPACAM2; DCTN3; PIN1; CDK2AP2; RAN; TUBA1A; TEKT5; GABARAP; RAB11A; DYNLRB1; MAP1B; IFT57; TUBB3; UCHL1; TUBB2B; KIF5B; UBE2B; PURA; UBB; SNCA; KLC1	763	763
0.000838682661636	0.00533687094139	GO:0006793	b	3	phosphorus metabolic process	98; 226; 230; 526; 537; 669; 796; 805; 975; 1072; 1152; 1327; 1329; 1337; 1347; 1452; 2023; 2222; 2224; 2280; 2643; 2762; 2771; 2987; 3301; 3312; 3326; 3642; 4190; 4191; 4504; 4700; 4701; 4710; 4713; 4714; 4715; 4731; 4803; 801; 4830; 5037; 5228; 5300; 5499; 5570; 5573; 5621; 5660; 5901; 6622; 6820; 6992; 7001; 7077; 7314; 7316; 7320; 7345; 7378; 7857; 8395; 10654; 10912; 11142; 11156; 11332; 78986; 84275; 29937; 51573; 415116; 54997; 55450; 84572; 56895; 9524; 57515; 25874; 25994; 27020; 3170	NDUFB9; NGF; UBE2B; MPC2; TIMP2; BPGM; CKB; NDUFB7; PRNP; HSPA8; SERINC1; PRDX2; SLC25A33; NENF; MDH2; MDH1; PIN1; TESC; GNAI2; ALDOC; DUSP26; PIM3; NDUFV3; PEBP1; UBC; CALM2; COX5B; HIGD1A; CALM1; CD81; MT3; NDUFB8; ATP6AP1; TECR; GADD45G; HSP90AB1; GMDS; PTP4A3; ATP6V1B2; FOXA2; FDFT1; NDUFA6; NDUFA7; NDUFB4; UBB; GNPTG; SNCA; SCG2; PPP1R11; ENO1; COX4I1; PGF; GUK1; PRKAR1A; CFL1; GDE1; ALDOA; ACOT7; COX7A2; NPTN; COX6A1; NME1; FDPS; UPP1; DNAJA1; CSNK1A1; ACYP2; PPP1CA; PIP5K1B; GCH1; PSAP; PMVK; PKIB; INSM1; RAN; AGPAT4; SULT2B1; FKBP1A; UCHL1; CALCA; CAMK2N1; PKIG	3235	3228
0.00085480557201	0.00533687094139	GO:0042026	b	3	protein refolding	2280; 3309; 3312; 5479; 55466	DNAJA4; HSPA8; PPIB; HSPA5; FKBP1A	42	41
0.000856899455893	0.00454815865051	GO:0140029	b	2	exocytic process	5864; 5865; 6616; 6844; 8775; 9066; 10814	SNAP25; VAMP2; RAB3A; SYT7; CPLX2; RAB3B; NAPA	84	84
0.000863932110616	0.00533687094139	GO:0099500	b	3	vesicle fusion to plasma membrane	5864; 6616; 9066; 10814	CPLX2; SNAP25; RAB3A; SYT7	24	24
0.000914780218679	0.00884287544723	GO:0043388	b	5	positive regulation of DNA binding	801; 805; 4803; 4830; 8721; 375704	EDF1; NGF; CALM2; NME1; CALM1; ENHO	62	62
0.000956004945383	0.00886918546116	GO:0042149	b	5	cellular response to glucose starvation	468; 3309; 7378; 7494; 25994	ATF4; UPP1; HIGD1A; HSPA5; XBP1	42	42
